Gene ID,ID
EGOT,100126791
FAM76B,143684
FAM76A,199870
NAIP,4671
GGNBP1,449520
TBC1D9B,23061
GGNBP2,79893
GMDS-DT,100508120
GSPT2,23708
GSPT1,2935
SEC14L2,23541
PGS1,9489
SEC14L3,266629
BRIP1,83990
SEC14L1,6397
SEC14L6,730005
SEC14L4,284904
SEC14L5,9717
MIR1915HG,399726
TBC1D8B,54885
TSPEAR-AS2,114043
EGR1,1958
EGR2,1959
EGR3,1960
EGR4,1961
FAM78B,149297
FAM78A,286336
TSPEAR-AS1,54082
CALY,50632
CALU,813
CALR,811
CDC37L1-DT,101929351
MEDAG,84935
LOC105371925,105371925
NANP,140838
MAP1LC3B,81631
MAP1LC3A,84557
MIS18BP1,55320
MAP1LC3C,440738
CHAMP1,283489
NANS,54187
CAMP,820
HTATIP2,10553
CAP1,10487
NAMA,100996569
LOC105371910,105371910
CANX,821
NAPA,8775
YAP1,10413
NAPB,63908
CAPG,822
NAPG,8774
MAP3K5-AS1,101928461
CAP2,10486
GABBR2,9568
GABBR1,2550
TTC1,7265
NAPA-AS1,100505681
TTC9,23508
ITCH,83737
TTC8,123016
TBC1D3K,101060351
TBC1D3L,101060376
LOC100506551,100506551
TTC6,319089
TTC5,91875
TTC4,7268
TTC3,7267
RTN4IP1,84816
CAPS,828
NARF,26502
TBC1D3B,414059
SNORD1C,677850
ZNF667-AS1,100128252
TBC1D3E,102723859
SNORD1A,677848
TBC1D3F,84218
SNORD1B,677849
TBC1D3C,414060
TTF2,8458
TBC1D3D,101060389
TTF1,7270
TBC1D3I,102724862
CARF,79800
TBC1D3G,101060321
TBC1D3H,729877
SNORD19,692089
AKR7A2,8574
SNORD17,692086
AKR7A3,22977
TBC1D31,93594
TBC1D32,221322
SNORD16,595097
SNORD13,692084
TBC1D30,23329
SNORD11,692058
SNORD12,692057
SNORD10,652966
CAST,831
CASR,846
CASK,8573
TBC1D2B,23102
CDKAL1,54901
TBC1D20,128637
TBC1D21,161514
TBC1D24,57465
LOC101928708,101928708
TBC1D25,4943
TBC1D23,55773
TSNARE1,203062
TBC1D28,254272
EMID1,129080
TBC1D26,353149
SNORD3K,109617017
GNAZ,2781
TBC1D19,55296
SNORD3I,109616996
PKDCC,91461
SNORD3J,109616985
SNORD3G,109616984
SNORD3H,109617016
SNORD3E,109617015
SNORD3F,109616983
SNORD3C,780853
SNORD3D,780854
SNORD3A,780851
SNORD37,26812
RHPN1,114822
TBC1D13,54662
SNORD33,26818
TBC1D14,57533
SNORD34,26817
SNORD31,9298
RHPN2,85415
TBC1D12,23232
LOC101928718,101928718
TBC1D17,79735
SNORD30,9299
TBC1D15,64786
TBC1D16,125058
CAV3,859
CAV2,858
CAV1,857
CNOT10,25904
UEVLD,55293
SNORD28,9300
NAT8,9027
GNAL,2774
SNORD29,9297
NAT1,9
NASP,4678
SNORD26,9302
CNOT11,55571
NAT2,10
SNORD27,9301
GNB2,2783
GNAQ,2776
SNORD24,26820
GNB1,2782
SNORD25,9303
GNAS,2778
GNB4,59345
SNORD22,9304
GNB3,2784
SNORD23,692091
LOC101928728,101928728
SNORD20,6082
GNB5,10681
SNORD21,6083
NAT9,26151
PTMAP11,441454
SLC35E2B,728661
SLC35E2A,9906
ARHGEF34P,728377
RND2,8153
RND3,390
LOC101928730,101928730
RND1,27289
IDI2-AS1,55853
SNORD57,26792
MYO18B,84700
MYO18A,399687
SNORD55,26811
SNORD56,26793
FBXL19-AS1,283932
SNORD53,26796
SNORD54,26795
SNORD51,26798
SNORD52,26797
LOC101928748,101928748
PDPK1,5170
NAV1,89796
SNORD4B,26772
NAV2,89797
KRT73-AS1,100127967
SNORD4A,26773
TTI2,80185
TTI1,9675
TAPBP,6892
NAV3,89795
SNORD48,26801
SNORD46,94161
SNORD47,26802
SNORD44,26806
SNORD43,26807
FAM72D,728833
FAM72C,554282
SNORD41,26810
FAM72B,653820
FAM72A,729533
SNORD80,26774
SNORD81,26769
NAXE,128240
RNF8,9025
RSPH9,221421
RNF6,6049
RNF7,9616
RNF4,6047
RNF5,6048
RNF2,6045
GNG3,2785
GNG2,54331
CTAG1A,246100
GNG5,2787
GNG4,2786
GNG7,2788
SNORD79,26770
UNC5B-AS1,728978
SNORD77,692197
GNG8,94235
SNORD78,692198
SNORD75,692195
CTAG1B,1485
SNORD76,692196
RHOXF1-AS1,101928969
SNORD74,619498
SNORD71,692111
SNORD72,619564
SNORD70,692110
LOC101928764,101928764
RSPH3,83861
RSPH1,89765
MYO15B,80022
MYO15A,51168
SNORD68,606500
SNORD69,692109
SNORD66,692107
SNORD67,692108
SNORD64,347686
NAXD,55739
SNORD65,692106
NRDE2,55051
SNORD63,26785
SNORD60,26788
SNORD61,26787
LOC101928896,101928896
RNH1,6050
GPATCH2,55105
GPATCH1,55094
PHAX,51808
GPATCH4,54865
GPATCH3,63906
ADARB1,104
ADARB2,105
LOC101928894,101928894
PHB2,11331
MIR668,768214
GPATCH8,23131
MIR676,100500887
MIR675,100033819
MIR671,768213
MIR670,100313777
SNORD99,692212
SNORD97,692223
SNORD98,692211
SNORD95,619570
SNORD93,692210
CMKLR1,1240
SNORD94,692225
DDX17,10521
DDX18,8886
SNORD92,692209
SNORD90,692206
DDX11,1663
DDX10,1662
SNORD89,692205
SNORD86,692201
SNORD87,641648
SNORD84,692199
SNORD82,25826
RHNO1,83695
ZNF398,57541
ZNF397,84307
ZNF396,252884
ZNF395,55893
ZNF394,84124
PDXDC1,23042
ZNF391,346157
PHYHIPL,84457
TBC1D3P1-DHX40P1,653645
NTHL1,4913
TTPA,7274
NRBF2,29982
PHC2,1912
ZNF384,171017
PHC1,1911
ZNF383,163087
ZNF382,84911
PHC3,80012
EHD1,10938
EHD2,30846
EHD3,30845
EHD4,30844
ZNF37A,7587
ITPA,3704
SERPINA11,256394
PHF3,23469
SERPINA12,145264
PHF2,5253
TMED11P,100379220
PHF1,5252
SERPINA10,51156
MIR629,693214
MIR628,693213
MIR627,693212
MIR626,693211
PHF7,51533
MIR625,693210
PHF6,84295
MIR624,693209
PHEX,5251
MIR623,693208
PHF8,23133
MIR3609,100500819
MIR622,693207
MIR3615,100500847
MIR632,693217
MIR3614,100500827
MIR631,693216
RPSAP52,204010
MIR3617,100500897
MIR630,693215
MIR3616,100500814
RPSAP58,388524
MIR3611,100500890
TCTN3,26123
GNLY,10578
MIR3610,100500914
TCTN2,79867
MIR3613,100500908
TCTN1,79600
MIR3612,100500817
RBPMS2,348093
JARID2,3720
ZNF367,195828
ZNF366,167465
ZNF365,22891
ZNF362,149076
MIR663AHG,284801
MIR639,693224
MIR638,693223
MIR637,693222
GNL2,29889
MIR636,693221
GNL1,2794
MIR635,693220
MIR634,693219
GNL3,26354
MIR633,693218
APBB1IP,54518
MIR643,693228
TUBB2B,347733
MIR3606,100500837
MIR641,693226
TUBB2A,7280
MIR3605,100500853
MIR640,693225
ZNF358,140467
NBAS,51594
ZNF350,59348
RNMT,8731
WDR45B,56270
MIR649,693234
MIR648,693233
MIR647,693232
MIR646,693231
MIR645,693230
MIR654,724024
MIR653,724023
FENDRR,400550
NECTIN3-AS1,100506555
MIR652,724022
MIR651,723779
MIR650,723778
ABI3BP,25890
ZNF347,84671
ZNF346,23567
ZNF345,25850
ZNF343,79175
ZNF341,84905
CRYZL2P,730102
RNLS,55328
MIR659,724029
TUBB4B,10383
MIR658,724028
TUBB4A,10382
MIR657,724027
MIR656,724026
GNMT,27232
MIR655,724025
ZNF33B,7582
MIR665,100126315
ZNF33A,7581
MIR662,724032
MIR661,724031
MIR660,724030
ZNF337,26152
ZNF335,63925
ZNF334,55713
ZNF333,84449
ZNF331,55422
ZNF330,27309
TMEM131L,23240
STPG2-AS1,101410545
MIR3659,100500801
NRBP2,340371
MIR3658,100500832
MIR3655,100500820
PDCL3P4,285359
MIR3654,100500804
MIR3657,100500889
MALINC1,100505636
ZNF329,79673
MIR3651,100500918
MIR3650,100500824
ZNF326,284695
MIR3652,100500842
ZNF324,25799
ZNF322,79692
ZNF320,162967
SERF1A,8293
SERF1B,728492
PAGE2B,389860
SSMEM1,136263
NRBP1,29959
MIR3649,100500816
MIR3646,100500813
ZNF319,57567
ZNF318,24149
BABAM2-AS1,100302650
ZNF317,57693
ZNF316,100131017
PHIP,55023
PABPC1L2B-AS1,101928345
FAM8A1,51439
KCNH1-IT1,100874296
ZNF311,282890
CBFB,865
MIR609,693194
MIR608,693193
MIR607,693192
MIR606,693191
MIR605,693190
MIR604,693189
MIR603,693188
MIR602,693187
MIR601,693186
MIR600,693185
MIR610,693195
YBEY,54059
MPC1L,347411
OR4A47,403253
ZNF304,57343
ZNF302,55900
ZNF300,91975
LOC101060553,101060553
TMEM132D,121256
TMEM132C,92293
TMEM132E,124842
POLR3GL,84265
TMEM132B,114795
TMEM132A,54972
MIR619,693204
TUBB8B,260334
MIR618,693203
MIR617,693202
PHKB,5257
MIR616,693201
MIR615,693200
MIR3619,100500828
MIR614,693199
NBDY,550643
MIR3618,100500860
MIR613,693198
MIR612,693197
MIR611,693196
MIR621,693206
ADCY10,55811
MIR620,693205
NBEA,26960
MIR3621,100500811
MIR3620,100500810
DIDO1,11083
RO60,6738
LOC642131,642131
MIR3691,100500900
MIR3690,100500894
MIR3692,100500899
HAUS4,54930
HAUS3,79441
HAUS6,54801
HAUS5,23354
LOC103021295,103021295
HAUS2,55142
GRTP1-AS1,100874068
HAUS1,115106
MIR3684,100500867
MIR3683,100500886
MIR3686,100500839
LOC101060524,101060524
MIR3685,100500802
FAM53B-AS1,101927944
MIR3682,100500850
MIR3681,100500884
EI24,9538
CYP3A4,1576
CYP3A5,1577
CYP3A7,1551
LOC104054148,104054148
HAUS8,93323
MIR3677,100500812
FIP1L1,81608
HAUS7,55559
MIR3679,100500878
MIR3678,100500841
CEACAM20,125931
MIR3672,100500869
CEACAM21,90273
MIR3675,100500876
MIR3674,100500912
MIR3671,100500854
MIR4650-1,100616310
CEACAM18,729767
CEACAM16,388551
CYP51A1,1595
MIR365A,100126355
MIR365B,100126356
CEACAM19,56971
MIR4650-2,100616331
MIR3666,100500896
MIR3665,100500861
MIR3668,100500879
MIR3667,100500882
PI15,51050
MIR3662,100500880
MIR3661,100500905
MIR3664,100500844
PI16,221476
MIR3663,100500893
NECTIN4,81607
NECTIN3,25945
MIR3660,100500825
NECTIN2,5819
NECTIN1,5818
ISCA2,122961
TSBP1,10665
ISCA1,81689
FGF10-AS1,101927075
FAM89B,23625
FAM89A,375061
CBLC,23624
CBLB,868
RNY3,6085
FLJ37201,283011
RNY4,6086
MIR6780B,102466746
RNY1,6084
MIR6780A,102466195
LOC392364,392364
RNY5,6090
METTL1,4234
METTL3,56339
TXLNGY,246126
FLJ13224,79857
CYP2U1,113612
KATNAL1,84056
KATNAL2,83473
TRERNA1,100887755
NBL1,4681
RN7SL832P,106479524
KRT33B,3884
KRT33A,3883
CASP16P,197350
LOC100506403,100506403
MIR3591,100616357
RALGDS,5900
RAET1E,135250
RAET1G,353091
CYP2S1,29785
DSCAM-IT1,100874326
RAET1L,154064
SH3TC2-DT,255187
RAET1K,646024
ROBO2,6092
LOC100134391,100134391
ROBO3,64221
ROBO4,54538
ROBO1,6091
LOC100506422,100506422
VENTX,27287
CBR1,873
TUBB,203068
TOPORS,10210
RNA18SN5,100008588
RNA18SN3,109910380
RNA18SN4,109864273
RNA18SN1,106631781
RNA18SN2,109864280
OR4A15,81328
OR4A16,81327
METTL4,64863
METTL5,29081
METTL6,131965
GPBP1L1,60313
METTL8,79828
METTL9,51108
CBR4,84869
SCGB1B2P,643719
LOC100506444,100506444
CBR3,874
LOC101928804,101928804
LHFPL5,222662
LHFPL4,375323
LHFPL3,375612
FAM86C2P,645332
LHFPL2,10184
LHFPL1,340596
NBR2,10230
CYP2W1,54905
NBR1,4077
LHFPL6,10186
LOC101928807,101928807
IGSF11-AS1,100506765
GSTT1-AS1,106099130
NRCAM,4897
FAM81B,153643
FAM81A,145773
PHYH,5264
SYCE1L,100130958
TUG1,55000
TUFM,7284
MIR4436B1,100616123
MIR4436B2,100847033
LOC100134368,100134368
LOC101928834,101928834
ROCR,102723505
FAM83H,286077
TRPM2-AS,101928607
FAM83G,644815
FAM83F,113828
FAM83E,54854
FAM83D,81610
FAM83C,128876
FAM83B,222584
FAM83A,84985
CBX8,57332
CYP2J2,1573
CBX7,23492
LOC101928844,101928844
CBX6,23466
CBX5,23468
CBX4,8535
LOC101928847,101928847
CBX3,11335
CBX2,84733
CBX1,10951
LRP1B,53353
LOC100506472,100506472
LOC100506474,100506474
CAPRIN1,4076
CAPRIN2,65981
CYP4F35P,284233
NMUR2,56923
NMUR1,10316
LRP10,26020
LRP12,29967
LRP11,84918
LOC101928855,101928855
CBY3,646019
CBY2,220082
CBY1,25776
OSTN-AS1,106480738
YBX2,51087
YBX1,4904
YBX3,8531
MIR589,693174
SPRED3,399473
MIR599,693184
SPRED2,200734
MIR598,693183
SPRED1,161742
LOC100134317,100134317
MIR597,693182
MIR596,693181
OBP2A,29991
MIR595,693180
LRP5L,91355
OBP2B,29989
POM121L9P,29774
MIR593,693178
CYP2R1,120227
MIR592,693177
VWC2L,402117
MIR591,693176
FAM85B,105379219
RIMBP3C,150221
MIR590,693175
FAM85A,619423
RIMBP3B,440804
SLFNL1-AS1,100507178
LOC101928861,101928861
VAC14,55697
THBS2,7058
THBS1,7057
THBS4,7060
THBS3,7059
VIM-AS1,100507347
SND1-IT1,27099
FAM87B,400728
FAM87A,157693
TCF7L2,6934
TCF7L1,83439
LOC101928881,101928881
LOC101928882,101928882
LPIN1,23175
LPIN2,9663
LPIN3,64900
LOC101928535,101928535
ZNF296,162979
PID1,55022
OSGEPL1,64172
ZNF292,23036
CCDC148-AS1,554201
AS3MT,57412
A1BG-AS1,503538
CYP4F30P,100132708
THEG5,100507527
NCOA7-AS1,104355145
ZNF287,57336
MEF2A,4205
ZNF285,26974
MEF2C,4208
ZNF284,342909
MEF2B,100271849
ZNF283,284349
ZNF282,8427
ZNF281,23528
TPTEP2-CSNK1E,102800317
LOC112267871,112267871
SETMAR,6419
LOC101928540,101928540
EID1,23741
EID2,163126
EID3,493861
NUP210L,91181
THEGL,100506564
LETMD1,25875
ZNF277,11179
LOC101928557,101928557
ZNF276,92822
PIF1,80119
ZNF275,10838
ZNF274,10782
ZNF273,10793
HHLA1,10086
HHLA2,11148
HHLA3,11147
LOC112267881,112267881
LOC101928551,101928551
KIAA0040,9674
GHRHR,2692
GRPEL1,80273
GRPEL2,134266
ZNF268,10795
ZNF267,10308
ZNF266,10781
ZNF264,9422
ZNF263,10127
ZNF260,339324
H1-1,3024
LOC101928565,101928565
H1-0,3005
H1-3,3007
H1-2,3006
EIF1,10209
H1-5,3009
FERMT1,55612
H1-4,3008
H1-7,341567
H1-6,3010
FANCD2OS,115795
EIF5,1983
EIF6,3692
H1-8,132243
ZNF257,113835
FERMT2,10979
ZNF256,10172
FERMT3,83706
PIGS,94005
ZNF254,9534
PIGR,5284
ZNF253,56242
PIGU,128869
PIGT,51604
TUT7,79670
ZNF251,90987
PIGO,84720
ZNF250,58500
PIGN,23556
PIGQ,9091
TUT4,23318
NCAN,1463
PIGP,51227
LRRC4,64101
PIGZ,80235
LRRC3,81543
PIGW,284098
PIGV,55650
PIGY,84992
LRRC2,79442
PIGX,54965
LRRC1,55227
EDRF1,26098
CTLA4,1493
NELFCD,51497
ZNF248,57209
LYPLA2,11313
LYPLA1,10434
MIR99B,407056
MIR99A,407055
LOC284788,284788
PIFO,128344
ROM1,6094
LRRD1,401387
PIGC,5279
GON7,84520
PIGB,9488
LRRC7,57554
PIGA,5277
LRRC9,341883
PIGK,10026
TMEM106C,79022
TMEM106B,54664
TUT1,64852
ZNF239,8187
PIGM,93183
TLR10,81793
PIGL,9487
PIGG,54872
ZNF236,7776
PIGF,5281
ZNF235,9310
TMEM106A,113277
ZNF234,10780
PIGH,5283
ZNF233,353355
SERPINB10,5273
ZNF232,7775
SERPINB11,89778
SERPINB12,89777
ZNF230,7773
SERPINB13,5275
LOC284798,284798
KIAA0087,9808
PET117,100303755
LOC101928596,101928596
BGLAP,632
ZNF229,7772
PABPC1L2B,645974
ZNF227,7770
PABPC1L2A,340529
NCDN,23154
ZNF226,7769
ZNF225,7768
ZNF224,7767
MEF2D,4209
ZNF223,7766
ZNF222,7673
ZNF221,7638
PET100,100131801
ZNF219,51222
ZNF217,7764
GOPC,57120
ZNF215,7762
ZNF214,7761
MASCRNA,109136578
ZNF213,7760
ZNF212,7988
ZNF211,10520
NCF1,653361
NCF2,4688
ARHGAP27P1-BPTFP1-KPNA2P3,109286553
NCF4,4689
RORC,6097
F13A1,2162
SAYSD1,55776
RORA,6095
RORB,6096
MIR944,100126340
TSEN2,80746
MIR943,100126332
PTENP1,11191
MIR942,100126331
MTRF1,9617
ZNF208,7757
PIM1,5292
ZNF207,7756
PIM3,415116
MTREX,23517
ZNF205,7755
PIM2,11040
ROS1,6098
ZNF202,7753
ZNF200,7752
ROR1,4919
ROR2,4920
RAD54L2,23132
BIRC8,112401
ATXN3,4287
ATXN2,6311
PORCN,64840
ATXN1,6310
ATXN7,6314
THEM5,284486
THEM4,117145
THEM6,51337
MIR4773-2,100616418
LOC729867,729867
MIR4773-1,100616392
CATIP-AS1,101928513
GOT1,2805
GOT2,2806
SIRPB3P,105369219
LOC729870,729870
PIN1,5300
PIN4,5303
CATIP-AS2,103689911
HSP90AB1,3326
RASGRF2,5924
C13ORF46,100507747
LRRK2,120892
RASGRF1,5923
LRRK1,79705
HUS1B,135458
ARRB1,408
ARRB2,409
NCK2,8440
HMG20B,10362
CCIN,881
HMG20A,10363
NCK1,4690
HSP90AA1,3320
NDUFC2,4718
NDUFC1,4717
PARD3B,117583
BIRC5,332
TM4SF1-AS1,100874091
BIRC6,57448
BIRC7,79444
BIRC2,329
R3HCC1L,27291
BIRC3,330
RNA5S9,100169760
NDUFB9,4715
NDUFB8,4714
RNA5S7,100169758
NDUFB7,4713
RNA5S8,100169759
NDUFB6,4712
RBMY2EP,159125
RNA5S5,100169756
NDUFB5,4711
RNA5S6,100169757
NDUFB4,4710
KHDC1L,100129128
RNA5S3,100169754
NDUFB3,4709
RNA5S4,100169755
CXXC1,30827
NDUFB2,4708
NDUFB1,4707
PARD6G,84552
MIR924,100126323
CXXC5,51523
MIR922,100126321
CXXC4,80319
MIR921,100126349
MIR920,100126320
PARD6B,84612
CCL8,6355
PARD6A,50855
NCLN,56926
RP9P,441212
CCL7,6354
CCL5,6352
CCL4,6351
CCL3,6348
RNA5S1,100169751
CCL2,6347
RNA5S2,100169753
CCL1,6346
IARS2,55699
IARS1,3376
MIR92B,693235
PIRT,644139
NDUFA9,4704
NDUFA8,4702
NDUFA7,4701
NDUFA6,4700
NDUFA5,4698
NDUFA4,4697
RBMY2FP,159162
NDUFA3,4696
MIR939,100126351
NDUFA2,4695
MIR938,100126327
NDUFA1,4694
MIR937,100126338
MIR936,100126326
MIR935,100126325
MIR934,100126324
MIR933,100126350
MIR940,100126328
CCM2,83605
PRC1-AS1,100507118
CCNK,8812
CCNJ,54619
CCNI,10983
KHDC3L,154288
CCNH,902
CCNF,899
CCNC,892
CCN6,8838
CCN5,8839
FAM53C,51307
CCN4,8840
FOXL3-OT1,100288524
FAM53B,9679
CCN3,4856
FKBP1A-SDCBP2,100528031
FAM53A,152877
CCN2,1490
CCN1,3491
MIR6859-2,102465909
MIR6859-1,102466751
MIR6859-4,103504738
MIR6859-3,102465910
MIR9-3,407051
MIR9-2,407047
MIR9-1,407046
MIR323B,574410
MIR323A,442897
PISD,23761
CCNY,219771
LACTB2,51110
ARRDC3-AS1,100129716
LOC729815,729815
CCNQ,92002
CCNO,10309
DEFB103A,414325
ILRUN,64771
DEFB103B,55894
CD1E,913
CD1D,912
CD1C,911
CD1B,910
CD1A,909
FAM86B3P,286042
CD19,930
SLAMF9,89886
SLAMF8,56833
SURF6,6838
SLAMF7,57823
SLAMF6,114836
CD14,929
SLAMF1,6504
CCR1,1230
DEFB104B,503618
SURF1,6834
DEFB104A,140596
IQSEC2,23096
LRRN3,54674
SURF2,6835
IQSEC1,9922
LRRN2,10446
ADHFE1,137872
SURF4,6836
IQSEC3,440073
LRRN4,164312
ACER2,340485
ACER1,125981
ACER3,55331
CD28,940
CD27,939
C13ORF42,647166
LRRN1,57633
CD24,100133941
CD22,933
CD40,958
DEFB105A,245908
DEFB105B,504180
IGLL3P,91353
CD3G,917
APOC4-APOC2,100533990
CLEC9A,283420
CD3E,916
CD3D,915
GRID1-AS1,100507470
SPTLC1,10558
SPTLC2,9517
RSRC1,51319
SPTLC3,55304
NCS1,23413
CCR9,10803
CCR8,1237
CD38,952
CD37,951
CCR7,1236
CD36,948
CCR6,1235
CCR5,1234
CCR4,1233
CD34,947
CCR3,1232
CD33,945
RBBP8NL,140893
CCR2,729230
CD53,963
CCT3,7203
CD52,1043
CCT2,10576
ZNF816-ZNF321P,100529240
DEFB106B,503841
DEFB106A,245909
PDRG1,81572
NCR1,9437
NCR2,9436
NCR3,259197
CD48,962
CD47,961
CD46,4179
CD44,960
CD63,967
CD5L,922
MIS12,79003
DEFB107A,245910
DEFB107B,503614
CREG1,8804
GPC1,2817
CREG2,200407
ANKRD36BP1,84832
GPC3,2719
ANKRD36BP2,645784
GPC2,221914
CD59,966
GPC5,2262
CCT8,10694
CD58,965
GPC4,2239
CCT7,10574
LOC100506321,100506321
GPC6,10082
CCT5,22948
CD55,1604
CCT4,10575
CD74,972
CD72,971
CD70,970
HLA-DQB1-AS1,106480429
DKKL1,27120
RPA1,6117
RPA2,6118
RSRC2,65117
DEFB108B,245911
BAALC-AS1,100499183
GPAM,57678
RPA3,6119
RPA4,29935
BAALC-AS2,157556
CD69,969
CD68,968
CD86,942
CD84,8832
CD83,9308
CD82,3732
CD81,975
CD80,941
GSN-AS1,57000
LOC341056,341056
PPFIA1,8500
EP300,2033
PPFIA4,8497
PPFIA3,8541
PPFIA2,8499
CD96,10225
CD93,22918
LOC100132062,100132062
RUNDC3B,154661
RUNDC3A,10900
CD8B,926
CD8A,925
ZSWIM8-AS1,100507331
GPD2,2820
GPD1,2819
SPTY2D1OS,100506540
SH3PXD2A-AS1,100505839
TOR1AIP2,163590
MIRLET7A3,406883
PDS5B,23047
DDX60,55601
RASGRP2,10235
RPF2,84154
PDS5A,23244
RASGRP1,10125
TOR1AIP1,26092
RASGRP4,115727
MIRLET7A2,406882
RASGRP3,25780
RPF1,80135
MIRLET7A1,406881
CYP4F24P,388514
PACSIN2,11252
LOC100132077,100132077
PACSIN3,29763
NDUFV3,4731
LELP1,149018
LOC100132078,100132078
NDUFV2,4729
NDUFV1,4723
CD99,4267
PACSIN1,29993
IVNS1ABP,10625
CCZ1,51622
ISG15,9636
ISG20,3669
TARM1,441864
RSRP1,57035
LOC100506358,100506358
SERGEF,26297
DDX3Y,8653
DDX3X,1654
DDX49,54555
DDX46,9879
DDX47,51202
DDX42,11325
DDX43,55510
ACSM2A,123876
ARHGEF10L,55160
DDX41,51428
GPHN,10243
ACSM2B,348158
RPGR,6103
HSP90B2P,7190
DENND6A-DT,101929159
A4GALT,53947
MAGEA4-AS1,105373368
DDX59,83479
DDX55,57696
LOC101928505,101928505
DDX56,54606
DDX53,168400
DDX54,79039
DDX51,317781
DDX52,11056
DDX50,79009
PJA2,9867
PJA1,64219
CREB3,10488
NDUFS8,4728
CREB1,1385
NDUFS7,374291
NDUFS6,4726
NDUFS5,4725
NDUFS4,4724
NDUFS3,4722
NDUFS2,4720
NDUFS1,4719
SAXO1,158297
SAXO2,283726
CREB5,9586
DDX28,55794
NIM1K,167359
DDX27,55661
LOC101928517,101928517
DDX24,57062
DDX25,29118
LOC101928516,101928516
CYP4F29P,54055
DDX23,9416
DDX20,11218
DDX21,9188
LOC101928510,101928510
MIRLET7F1,406888
MIRLET7F2,406889
LOC101928519,101928519
TARID,100507308
LOC101928525,101928525
LOC101928523,101928523
DDX31,64794
MYO16-AS1,100885782
RPIA,22934
ATP6V1B1-AS1,101927750
SHLD3,112441434
KATNBL1,79768
SHLD2,54537
SHLD1,149840
FAM50B,26240
FAM50A,9130
RPL4,6124
ZNF177,7730
RPL5,6125
DOC2GP,390213
ZNF175,7728
RPL3,6122
ZNF174,7727
PAPPA-AS1,493913
RPL8,6132
RPL9,6133
RPL6,6128
RPL7,6129
LOC101928651,101928651
LCE1A,353131
LCE1B,353132
USP17L7,392197
USP17L4,645402
USP17L5,728386
USP17L8,392188
ZNF169,169841
ZNF165,7718
SPATA8-AS1,100652749
ZNF160,90338
BISPR,105221694
LCE1E,353135
LOC101928663,101928663
LCE1F,353137
LCE1C,353133
LCE1D,353134
LCE2B,26239
LCE2C,353140
LCE2A,353139
SPIN2B,474343
SPIN2A,54466
ZNF157,7712
ZNF155,7711
ZNF154,7710
KANSL1L-AS1,101928020
RPN2,6185
RPN1,6184
PTPMT1,114971
SLC19A3,80704
ZNF148,7707
SLC19A1,6573
ZNF146,7705
SLC19A2,10560
RBMY1A1,5940
ZNF143,7702
ZNF142,7701
ZNF141,7700
ZNF140,7699
LOC101928682,101928682
CDC7,8317
CDC6,990
GPN2,54707
GPN1,11321
GPN3,51184
TADA2B,93624
TADA2A,6871
MESTIT1,317751
ZNF138,7697
ZNF136,7695
ZNF135,7694
ZNF134,7693
ZNF133,7692
ZNF132,7691
ZNF131,7690
LOC284898,284898
EP300-AS1,101927279
CLINT1,9685
LOC101928697,101928697
MIR874,100126343
MIR873,100126316
LCE5A,254910
RSPO2,340419
RSPO3,84870
RSPO1,284654
HAVCR1,26762
RSPO4,343637
ZNF124,7678
HAVCR2,84868
TAPT1-AS1,202020
NDC1,55706
ZNF121,7675
TIMM29,90580
TIMM23,100287932
TIMM22,29928
TIMM21,29090
MIR877,100126314
MIR876,100126310
MIR875,100126309
MIR885,100126334
CD200R1,131450
LCE6A,448835
ZNF117,51351
RARA-AS1,101929693
ZNF114,163071
ZNF112,7771
GPS1,2873
TIMM13,26517
GPS2,2874
TIMM10,26519
MIR889,100126345
MIR888,100126306
LCE2D,353141
MIR887,100126347
LCE3C,353144
ATP6AP1L,92270
LCE3D,84648
LCE3A,353142
LCE3B,353143
MIR890,100126303
RPS3,6188
ZNF107,51427
ALKAL2,285016
ZNF106,64397
ALKAL1,389658
RPS2,6187
RPRM,56475
ZNF101,94039
ZNF100,163227
NDE1,54820
MIR3180-5,100500916
TYW1B,441250
GPR4,2828
GPR3,2827
USP17L2,377630
GPR6,2830
MIR3180-2,100422956
USP17L3,645836
MIR3180-1,100422870
LCE3E,353145
MIR3180-4,100500852
USP17L1,401447
MIR3180-3,100422836
LCE4A,199834
VEPH1,79674
RNU1-4,6060
RNU1-3,26869
RNU1-2,26870
RNU1-1,26871
CLEC4M,10332
CTNND2,1501
CTNND1,1500
CDH9,1007
CDH8,1006
CDH7,1005
CDH6,1004
CDH5,1003
CDH4,1002
CDH3,1001
CDH2,1000
APMAP,57136
CDH1,999
CLEC5A,23601
RPTN,126638
RPS9,6203
RPS7,6201
RPS8,6202
GPT2,84706
RPS5,6193
RPS6,6194
RPSA,3921
FREM2-AS1,100874073
CLEC4A,50856
CLEC4C,170482
CLEC4D,338339
CLEC4E,26253
CLEC4F,165530
CLEC4G,339390
TMPO-AS1,100128191
LSMEM2,132228
LSMEM1,286006
ZNF205-AS1,81854
HOTAIRM1,100506311
JMJD1C-AS1,84989
CLEC7A,64581
MUSTN1,389125
IPO11-LRRC70,101180901
MPDU1,9526
LOC112267934,112267934
CDK9,1025
CDK8,1024
CDK7,1022
CDK6,1021
CDK5,1020
CDK4,1019
CDK3,1018
CLEC6A,93978
CDK2,1017
CDK1,983
LOC105378098,105378098
WRAP53,55135
TCAM1P,146771
